#q_sq i k_sq z Re(fg) Im(fg)
1e-06 9 1e-06 -0.989401 -0.598183 -0
1e-06 9 1e-06 -0.944575 -0.598183 -0
1e-06 9 1e-06 -0.865631 -0.598183 -0
1e-06 9 1e-06 -0.755404 -0.598183 -0
1e-06 9 1e-06 -0.617876 -0.598183 -0
1e-06 9 1e-06 -0.458017 -0.598183 -0
1e-06 9 1e-06 -0.281604 -0.598183 -0
1e-06 9 1e-06 -0.0950125 -0.598183 -0
1e-06 9 1e-06 0.0950125 -0.598183 0
1e-06 9 1e-06 0.281604 -0.598183 0
1e-06 9 1e-06 0.458017 -0.598183 0
1e-06 9 1e-06 0.617876 -0.598183 0
1e-06 9 1e-06 0.755404 -0.598183 0
1e-06 9 1e-06 0.865631 -0.598183 0
1e-06 9 1e-06 0.944575 -0.598183 0
1e-06 9 1e-06 0.989401 -0.598183 0
1e-06 9 1.55052e-06 -0.989401 -0.598181 -0
1e-06 9 1.55052e-06 -0.944575 -0.598181 -0
1e-06 9 1.55052e-06 -0.865631 -0.598181 -0
1e-06 9 1.55052e-06 -0.755404 -0.598181 -0
1e-06 9 1.55052e-06 -0.617876 -0.598181 -0
1e-06 9 1.55052e-06 -0.458017 -0.598181 -0
1e-06 9 1.55052e-06 -0.281604 -0.598181 -0
1e-06 9 1.55052e-06 -0.0950125 -0.598181 -0
1e-06 9 1.55052e-06 0.0950125 -0.598181 0
1e-06 9 1.55052e-06 0.281604 -0.598181 0
1e-06 9 1.55052e-06 0.458017 -0.598181 0
1e-06 9 1.55052e-06 0.617876 -0.598181 0
1e-06 9 1.55052e-06 0.755404 -0.598181 0
1e-06 9 1.55052e-06 0.865631 -0.598181 0
1e-06 9 1.55052e-06 0.944575 -0.598181 0
1e-06 9 1.55052e-06 0.989401 -0.598181 0
1e-06 9 2.4041e-06 -0.989401 -0.598177 -0
1e-06 9 2.4041e-06 -0.944575 -0.598177 -0
1e-06 9 2.4041e-06 -0.865631 -0.598177 -0
1e-06 9 2.4041e-06 -0.755404 -0.598177 -0
1e-06 9 2.4041e-06 -0.617876 -0.598177 -0
1e-06 9 2.4041e-06 -0.458017 -0.598177 -0
1e-06 9 2.4041e-06 -0.281604 -0.598177 -0
1e-06 9 2.4041e-06 -0.0950125 -0.598177 -0
1e-06 9 2.4041e-06 0.0950125 -0.598177 0
1e-06 9 2.4041e-06 0.281604 -0.598177 0
1e-06 9 2.4041e-06 0.458017 -0.598177 0
1e-06 9 2.4041e-06 0.617876 -0.598177 0
1e-06 9 2.4041e-06 0.755404 -0.598177 0
1e-06 9 2.4041e-06 0.865631 -0.598177 0
1e-06 9 2.4041e-06 0.944575 -0.598177 0
1e-06 9 2.4041e-06 0.989401 -0.598177 0
1e-06 9 3.72759e-06 -0.989401 -0.598171 -0
1e-06 9 3.72759e-06 -0.944575 -0.598171 -0
1e-06 9 3.72759e-06 -0.865631 -0.598171 -0
1e-06 9 3.72759e-06 -0.755404 -0.598171 -0
1e-06 9 3.72759e-06 -0.617876 -0.59817 -0
1e-06 9 3.72759e-06 -0.458017 -0.59817 -0
1e-06 9 3.72759e-06 -0.281604 -0.59817 -0
1e-06 9 3.72759e-06 -0.0950125 -0.59817 -0
1e-06 9 3.72759e-06 0.0950125 -0.59817 0
1e-06 9 3.72759e-06 0.281604 -0.59817 0
1e-06 9 3.72759e-06 0.458017 -0.59817 0
1e-06 9 3.72759e-06 0.617876 -0.59817 0
1e-06 9 3.72759e-06 0.755404 -0.598171 0
1e-06 9 3.72759e-06 0.865631 -0.598171 0
1e-06 9 3.72759e-06 0.944575 -0.598171 0
1e-06 9 3.72759e-06 0.989401 -0.598171 0
1e-06 9 5.77969e-06 -0.989401 -0.598161 -0
1e-06 9 5.77969e-06 -0.944575 -0.598161 -0
1e-06 9 5.77969e-06 -0.865631 -0.598161 -0
1e-06 9 5.77969e-06 -0.755404 -0.598161 -0
1e-06 9 5.77969e-06 -0.617876 -0.598161 -0
1e-06 9 5.77969e-06 -0.458017 -0.598161 -0
1e-06 9 5.77969e-06 -0.281604 -0.598161 -0
1e-06 9 5.77969e-06 -0.0950125 -0.598161 -0
1e-06 9 5.77969e-06 0.0950125 -0.598161 0
1e-06 9 5.77969e-06 0.281604 -0.598161 0
1e-06 9 5.77969e-06 0.458017 -0.598161 0
1e-06 9 5.77969e-06 0.617876 -0.598161 0
1e-06 9 5.77969e-06 0.755404 -0.598161 0
1e-06 9 5.77969e-06 0.865631 -0.598161 0
1e-06 9 5.77969e-06 0.944575 -0.598161 0
1e-06 9 5.77969e-06 0.989401 -0.598161 0
1e-06 9 8.96151e-06 -0.989401 -0.598147 -0
1e-06 9 8.96151e-06 -0.944575 -0.598147 -0
1e-06 9 8.96151e-06 -0.865631 -0.598147 -0
1e-06 9 8.96151e-06 -0.755404 -0.598146 -0
1e-06 9 8.96151e-06 -0.617876 -0.598146 -0
1e-06 9 8.96151e-06 -0.458017 -0.598146 -0
1e-06 9 8.96151e-06 -0.281604 -0.598146 -0
1e-06 9 8.96151e-06 -0.0950125 -0.598146 -0
1e-06 9 8.96151e-06 0.0950125 -0.598146 0
1e-06 9 8.96151e-06 0.281604 -0.598146 0
1e-06 9 8.96151e-06 0.458017 -0.598146 0
1e-06 9 8.96151e-06 0.617876 -0.598146 0
1e-06 9 8.96151e-06 0.755404 -0.598146 0
1e-06 9 8.96151e-06 0.865631 -0.598147 0
1e-06 9 8.96151e-06 0.944575 -0.598147 0
1e-06 9 8.96151e-06 0.989401 -0.598147 0
1e-06 9 1.3895e-05 -0.989401 -0.598124 -0
1e-06 9 1.3895e-05 -0.944575 -0.598124 -0
1e-06 9 1.3895e-05 -0.865631 -0.598124 -0
1e-06 9 1.3895e-05 -0.755404 -0.598123 -0
1e-06 9 1.3895e-05 -0.617876 -0.598123 -0
1e-06 9 1.3895e-05 -0.458017 -0.598123 -0
1e-06 9 1.3895e-05 -0.281604 -0.598122 -0
1e-06 9 1.3895e-05 -0.0950125 -0.598122 -0
1e-06 9 1.3895e-05 0.0950125 -0.598122 0
1e-06 9 1.3895e-05 0.281604 -0.598122 0
1e-06 9 1.3895e-05 0.458017 -0.598123 0
1e-06 9 1.3895e-05 0.617876 -0.598123 0
1e-06 9 1.3895e-05 0.755404 -0.598123 0
1e-06 9 1.3895e-05 0.865631 -0.598124 0
1e-06 9 1.3895e-05 0.944575 -0.598124 0
1e-06 9 1.3895e-05 0.989401 -0.598124 0
1e-06 9 2.15443e-05 -0.989401 -0.598089 -0
1e-06 9 2.15443e-05 -0.944575 -0.598089 -0
1e-06 9 2.15443e-05 -0.865631 -0.598088 -0
1e-06 9 2.15443e-05 -0.755404 -0.598088 -0
1e-06 9 2.15443e-05 -0.617876 -0.598087 -0
1e-06 9 2.15443e-05 -0.458017 -0.598087 -0
1e-06 9 2.15443e-05 -0.281604 -0.598086 -0
1e-06 9 2.15443e-05 -0.0950125 -0.598086 -0
1e-06 9 2.15443e-05 0.0950125 -0.598086 0
1e-06 9 2.15443e-05 0.281604 -0.598086 0
1e-06 9 2.15443e-05 0.458017 -0.598087 0
1e-06 9 2.15443e-05 0.617876 -0.598087 0
1e-06 9 2.15443e-05 0.755404 -0.598088 0
1e-06 9 2.15443e-05 0.865631 -0.598088 0
1e-06 9 2.15443e-05 0.944575 -0.598089 0
1e-06 9 2.15443e-05 0.989401 -0.598089 0
1e-06 9 3.34048e-05 -0.989401 -0.598035 -0
1e-06 9 3.34048e-05 -0.944575 -0.598034 -0
1e-06 9 3.34048e-05 -0.865631 -0.598034 -0
1e-06 9 3.34048e-05 -0.755404 -0.598033 -0
1e-06 9 3.34048e-05 -0.617876 -0.598032 -0
1e-06 9 3.34048e-05 -0.458017 -0.598031 -0
1e-06 9 3.34048e-05 -0.281604 -0.59803 -0
1e-06 9 3.34048e-05 -0.0950125 -0.59803 -0
1e-06 9 3.34048e-05 0.0950125 -0.59803 0
1e-06 9 3.34048e-05 0.281604 -0.59803 0
1e-06 9 3.34048e-05 0.458017 -0.598031 0
1e-06 9 3.34048e-05 0.617876 -0.598032 0
1e-06 9 3.34048e-05 0.755404 -0.598033 0
1e-06 9 3.34048e-05 0.865631 -0.598034 0
1e-06 9 3.34048e-05 0.944575 -0.598034 0
1e-06 9 3.34048e-05 0.989401 -0.598035 0
1e-06 9 5.17947e-05 -0.989401 -0.59795 -0
1e-06 9 5.17947e-05 -0.944575 -0.59795 -0
1e-06 9 5.17947e-05 -0.865631 -0.597949 -0
1e-06 9 5.17947e-05 -0.755404 -0.597947 -0
1e-06 9 5.17947e-05 -0.617876 -0.597946 -0
1e-06 9 5.17947e-05 -0.458017 -0.597944 -0
1e-06 9 5.17947e-05 -0.281604 -0.597943 -0
1e-06 9 5.17947e-05 -0.0950125 -0.597943 -0
1e-06 9 5.17947e-05 0.0950125 -0.597943 0
1e-06 9 5.17947e-05 0.281604 -0.597943 0
1e-06 9 5.17947e-05 0.458017 -0.597944 0
1e-06 9 5.17947e-05 0.617876 -0.597946 0
1e-06 9 5.17947e-05 0.755404 -0.597947 0
1e-06 9 5.17947e-05 0.865631 -0.597949 0
1e-06 9 5.17947e-05 0.944575 -0.59795 0
1e-06 9 5.17947e-05 0.989401 -0.59795 0
1e-06 9 8.03086e-05 -0.989401 -0.59782 -0
1e-06 9 8.03086e-05 -0.944575 -0.597819 -0
1e-06 9 8.03086e-05 -0.865631 -0.597817 -0
1e-06 9 8.03086e-05 -0.755404 -0.597815 -0
1e-06 9 8.03086e-05 -0.617876 -0.597812 -0
1e-06 9 8.03086e-05 -0.458017 -0.59781 -0
1e-06 9 8.03086e-05 -0.281604 -0.597809 -0
1e-06 9 8.03086e-05 -0.0950125 -0.597808 -0
1e-06 9 8.03086e-05 0.0950125 -0.597808 0
1e-06 9 8.03086e-05 0.281604 -0.597809 0
1e-06 9 8.03086e-05 0.458017 -0.59781 0
1e-06 9 8.03086e-05 0.617876 -0.597812 0
1e-06 9 8.03086e-05 0.755404 -0.597815 0
1e-06 9 8.03086e-05 0.865631 -0.597817 0
1e-06 9 8.03086e-05 0.944575 -0.597819 0
1e-06 9 8.03086e-05 0.989401 -0.59782 0
1e-06 9 0.00012452 -0.989401 -0.597617 -0
1e-06 9 0.00012452 -0.944575 -0.597615 -0
1e-06 9 0.00012452 -0.865631 -0.597613 -0
1e-06 9 0.00012452 -0.755404 -0.597609 -0
1e-06 9 0.00012452 -0.617876 -0.597606 -0
1e-06 9 0.00012452 -0.458017 -0.597602 -0
1e-06 9 0.00012452 -0.281604 -0.5976 -0
1e-06 9 0.00012452 -0.0950125 -0.597598 -0
1e-06 9 0.00012452 0.0950125 -0.597598 0
1e-06 9 0.00012452 0.281604 -0.5976 0
