#q_sq i k_sq z Re(w) Im(w)
1e-06 2 0.0372759 -0.989401 -0.981944 0
1e-06 2 0.0372759 -0.944575 -0.981943 0
1e-06 2 0.0372759 -0.865631 -0.981942 0
1e-06 2 0.0372759 -0.755404 -0.98194 0
1e-06 2 0.0372759 -0.617876 -0.981938 0
1e-06 2 0.0372759 -0.458017 -0.981937 0
1e-06 2 0.0372759 -0.281604 -0.981936 0
1e-06 2 0.0372759 -0.0950125 -0.981935 0
1e-06 2 0.0372759 0.0950125 -0.981935 0
1e-06 2 0.0372759 0.281604 -0.981936 0
1e-06 2 0.0372759 0.458017 -0.981937 0
1e-06 2 0.0372759 0.617876 -0.981938 0
1e-06 2 0.0372759 0.755404 -0.98194 0
1e-06 2 0.0372759 0.865631 -0.981942 0
1e-06 2 0.0372759 0.944575 -0.981943 0
1e-06 2 0.0372759 0.989401 -0.981944 0
1e-06 2 0.0577969 -0.989401 -0.950167 0
1e-06 2 0.0577969 -0.944575 -0.950167 0
1e-06 2 0.0577969 -0.865631 -0.950166 0
1e-06 2 0.0577969 -0.755404 -0.950165 0
1e-06 2 0.0577969 -0.617876 -0.950164 0
1e-06 2 0.0577969 -0.458017 -0.950163 0
1e-06 2 0.0577969 -0.281604 -0.950162 0
1e-06 2 0.0577969 -0.0950125 -0.950162 0
1e-06 2 0.0577969 0.0950125 -0.950162 0
1e-06 2 0.0577969 0.281604 -0.950162 0
1e-06 2 0.0577969 0.458017 -0.950163 0
1e-06 2 0.0577969 0.617876 -0.950164 0
1e-06 2 0.0577969 0.755404 -0.950165 0
1e-06 2 0.0577969 0.865631 -0.950166 0
1e-06 2 0.0577969 0.944575 -0.950167 0
1e-06 2 0.0577969 0.989401 -0.950167 0
1e-06 2 0.0896151 -0.989401 -0.907032 0
1e-06 2 0.0896151 -0.944575 -0.907032 0
1e-06 2 0.0896151 -0.865631 -0.907031 0
1e-06 2 0.0896151 -0.755404 -0.907031 0
1e-06 2 0.0896151 -0.617876 -0.90703 0
1e-06 2 0.0896151 -0.458017 -0.907029 0
1e-06 2 0.0896151 -0.281604 -0.907029 0
1e-06 2 0.0896151 -0.0950125 -0.907029 0
1e-06 2 0.0896151 0.0950125 -0.907029 0
1e-06 2 0.0896151 0.281604 -0.907029 0
1e-06 2 0.0896151 0.458017 -0.907029 0
1e-06 2 0.0896151 0.617876 -0.90703 0
1e-06 2 0.0896151 0.755404 -0.907031 0
1e-06 2 0.0896151 0.865631 -0.907031 0
1e-06 2 0.0896151 0.944575 -0.907032 0
1e-06 2 0.0896151 0.989401 -0.907032 0
1e-06 2 0.13895 -0.989401 -0.846962 0
1e-06 2 0.13895 -0.944575 -0.846961 0
1e-06 2 0.13895 -0.865631 -0.846961 0
1e-06 2 0.13895 -0.755404 -0.846961 0
1e-06 2 0.13895 -0.617876 -0.84696 0
1e-06 2 0.13895 -0.458017 -0.84696 0
1e-06 2 0.13895 -0.281604 -0.84696 0
1e-06 2 0.13895 -0.0950125 -0.84696 0
1e-06 2 0.13895 0.0950125 -0.84696 0
1e-06 2 0.13895 0.281604 -0.84696 0
1e-06 2 0.13895 0.458017 -0.84696 0
1e-06 2 0.13895 0.617876 -0.84696 0
1e-06 2 0.13895 0.755404 -0.846961 0
1e-06 2 0.13895 0.865631 -0.846961 0
1e-06 2 0.13895 0.944575 -0.846961 0
1e-06 2 0.13895 0.989401 -0.846962 0
1e-06 2 0.215443 -0.989401 -0.763007 0
1e-06 2 0.215443 -0.944575 -0.763007 0
1e-06 2 0.215443 -0.865631 -0.763007 0
1e-06 2 0.215443 -0.755404 -0.763006 0
1e-06 2 0.215443 -0.617876 -0.763006 0
1e-06 2 0.215443 -0.458017 -0.763006 0
1e-06 2 0.215443 -0.281604 -0.763006 0
1e-06 2 0.215443 -0.0950125 -0.763006 0
1e-06 2 0.215443 0.0950125 -0.763006 0
1e-06 2 0.215443 0.281604 -0.763006 0
1e-06 2 0.215443 0.458017 -0.763006 0
1e-06 2 0.215443 0.617876 -0.763006 0
1e-06 2 0.215443 0.755404 -0.763006 0
1e-06 2 0.215443 0.865631 -0.763007 0
1e-06 2 0.215443 0.944575 -0.763007 0
1e-06 2 0.215443 0.989401 -0.763007 0
1e-06 2 0.334048 -0.989401 -0.648331 0
1e-06 2 0.334048 -0.944575 -0.64833 0
1e-06 2 0.334048 -0.865631 -0.64833 0
1e-06 2 0.334048 -0.755404 -0.64833 0
1e-06 2 0.334048 -0.617876 -0.64833 0
1e-06 2 0.334048 -0.458017 -0.64833 0
1e-06 2 0.334048 -0.281604 -0.64833 0
1e-06 2 0.334048 -0.0950125 -0.64833 0
1e-06 2 0.334048 0.0950125 -0.64833 0
1e-06 2 0.334048 0.281604 -0.64833 0
1e-06 2 0.334048 0.458017 -0.64833 0
1e-06 2 0.334048 0.617876 -0.64833 0
1e-06 2 0.334048 0.755404 -0.64833 0
1e-06 2 0.334048 0.865631 -0.64833 0
1e-06 2 0.334048 0.944575 -0.64833 0
1e-06 2 0.334048 0.989401 -0.648331 0
1e-06 2 0.517947 -0.989401 -0.500909 0
1e-06 2 0.517947 -0.944575 -0.500909 0
1e-06 2 0.517947 -0.865631 -0.500909 0
1e-06 2 0.517947 -0.755404 -0.500909 0
1e-06 2 0.517947 -0.617876 -0.500908 0
1e-06 2 0.517947 -0.458017 -0.500908 0
1e-06 2 0.517947 -0.281604 -0.500908 0
1e-06 2 0.517947 -0.0950125 -0.500908 0
1e-06 2 0.517947 0.0950125 -0.500908 0
1e-06 2 0.517947 0.281604 -0.500908 0
1e-06 2 0.517947 0.458017 -0.500908 0
1e-06 2 0.517947 0.617876 -0.500908 0
1e-06 2 0.517947 0.755404 -0.500909 0
1e-06 2 0.517947 0.865631 -0.500909 0
1e-06 2 0.517947 0.944575 -0.500909 0
1e-06 2 0.517947 0.989401 -0.500909 0
1e-06 2 0.803086 -0.989401 -0.332629 0
1e-06 2 0.803086 -0.944575 -0.332629 0
1e-06 2 0.803086 -0.865631 -0.332629 0
1e-06 2 0.803086 -0.755404 -0.332629 0
1e-06 2 0.803086 -0.617876 -0.332629 0
1e-06 2 0.803086 -0.458017 -0.332629 0
1e-06 2 0.803086 -0.281604 -0.332629 0
1e-06 2 0.803086 -0.0950125 -0.332629 0
1e-06 2 0.803086 0.0950125 -0.332629 0
1e-06 2 0.803086 0.281604 -0.332629 0
1e-06 2 0.803086 0.458017 -0.332629 0
1e-06 2 0.803086 0.617876 -0.332629 0
1e-06 2 0.803086 0.755404 -0.332629 0
1e-06 2 0.803086 0.865631 -0.332629 0
1e-06 2 0.803086 0.944575 -0.332629 0
1e-06 2 0.803086 0.989401 -0.332629 0
1e-06 2 1.2452 -0.989401 -0.163394 0
1e-06 2 1.2452 -0.944575 -0.163394 0
1e-06 2 1.2452 -0.865631 -0.163394 0
1e-06 2 1.2452 -0.755404 -0.163394 0
1e-06 2 1.2452 -0.617876 -0.163394 0
