#q_sq i k_sq z Re(w) Im(w)
1e-06 0 2.85559e-06 0.587716 1.54826 0
1e-06 0 2.85559e-06 0.663044 1.54826 0
1e-06 0 2.85559e-06 0.732182 1.54826 0
1e-06 0 2.85559e-06 0.794484 1.54826 0
1e-06 0 2.85559e-06 0.849368 1.54826 0
1e-06 0 2.85559e-06 0.896321 1.54826 0
1e-06 0 2.85559e-06 0.934906 1.54826 0
1e-06 0 2.85559e-06 0.964762 1.54826 0
1e-06 0 2.85559e-06 0.985612 1.54826 0
1e-06 0 2.85559e-06 0.997264 1.54826 0
1e-06 0 4.0513e-06 -0.997264 1.54826 0
1e-06 0 4.0513e-06 -0.985612 1.54826 0
1e-06 0 4.0513e-06 -0.964762 1.54826 0
1e-06 0 4.0513e-06 -0.934906 1.54826 0
1e-06 0 4.0513e-06 -0.896321 1.54826 0
1e-06 0 4.0513e-06 -0.849368 1.54826 0
1e-06 0 4.0513e-06 -0.794484 1.54826 0
1e-06 0 4.0513e-06 -0.732182 1.54826 0
1e-06 0 4.0513e-06 -0.663044 1.54826 0
1e-06 0 4.0513e-06 -0.587716 1.54826 0
1e-06 0 4.0513e-06 -0.5069 1.54826 0
1e-06 0 4.0513e-06 -0.421351 1.54826 0
1e-06 0 4.0513e-06 -0.331869 1.54826 0
1e-06 0 4.0513e-06 -0.239287 1.54826 0
1e-06 0 4.0513e-06 -0.144472 1.54826 0
1e-06 0 4.0513e-06 -0.0483077 1.54826 0
1e-06 0 4.0513e-06 0.0483077 1.54826 0
1e-06 0 4.0513e-06 0.144472 1.54826 0
1e-06 0 4.0513e-06 0.239287 1.54826 0
1e-06 0 4.0513e-06 0.331869 1.54826 0
1e-06 0 4.0513e-06 0.421351 1.54826 0
1e-06 0 4.0513e-06 0.5069 1.54826 0
1e-06 0 4.0513e-06 0.587716 1.54826 0
1e-06 0 4.0513e-06 0.663044 1.54826 0
1e-06 0 4.0513e-06 0.732182 1.54826 0
1e-06 0 4.0513e-06 0.794484 1.54826 0
1e-06 0 4.0513e-06 0.849368 1.54826 0
1e-06 0 4.0513e-06 0.896321 1.54826 0
1e-06 0 4.0513e-06 0.934906 1.54826 0
1e-06 0 4.0513e-06 0.964762 1.54826 0
1e-06 0 4.0513e-06 0.985612 1.54826 0
1e-06 0 4.0513e-06 0.997264 1.54826 0
1e-06 0 5.74769e-06 -0.997264 1.54826 0
1e-06 0 5.74769e-06 -0.985612 1.54826 0
1e-06 0 5.74769e-06 -0.964762 1.54826 0
1e-06 0 5.74769e-06 -0.934906 1.54826 0
1e-06 0 5.74769e-06 -0.896321 1.54826 0
1e-06 0 5.74769e-06 -0.849368 1.54826 0
1e-06 0 5.74769e-06 -0.794484 1.54826 0
1e-06 0 5.74769e-06 -0.732182 1.54826 0
1e-06 0 5.74769e-06 -0.663044 1.54826 0
1e-06 0 5.74769e-06 -0.587716 1.54826 0
1e-06 0 5.74769e-06 -0.5069 1.54826 0
1e-06 0 5.74769e-06 -0.421351 1.54826 0
1e-06 0 5.74769e-06 -0.331869 1.54826 0
1e-06 0 5.74769e-06 -0.239287 1.54826 0
1e-06 0 5.74769e-06 -0.144472 1.54826 0
1e-06 0 5.74769e-06 -0.0483077 1.54826 0
1e-06 0 5.74769e-06 0.0483077 1.54826 0
1e-06 0 5.74769e-06 0.144472 1.54826 0
1e-06 0 5.74769e-06 0.239287 1.54826 0
1e-06 0 5.74769e-06 0.331869 1.54826 0
1e-06 0 5.74769e-06 0.421351 1.54826 0
1e-06 0 5.74769e-06 0.5069 1.54826 0
1e-06 0 5.74769e-06 0.587716 1.54826 0
1e-06 0 5.74769e-06 0.663044 1.54826 0
1e-06 0 5.74769e-06 0.732182 1.54826 0
1e-06 0 5.74769e-06 0.794484 1.54826 0
1e-06 0 5.74769e-06 0.849368 1.54826 0
1e-06 0 5.74769e-06 0.896321 1.54826 0
1e-06 0 5.74769e-06 0.934906 1.54826 0
1e-06 0 5.74769e-06 0.964762 1.54826 0
1e-06 0 5.74769e-06 0.985612 1.54826 0
1e-06 0 5.74769e-06 0.997264 1.54826 0
1e-06 0 8.15441e-06 -0.997264 1.54826 0
1e-06 0 8.15441e-06 -0.985612 1.54826 0
1e-06 0 8.15441e-06 -0.964762 1.54826 0
1e-06 0 8.15441e-06 -0.934906 1.54826 0
1e-06 0 8.15441e-06 -0.896321 1.54826 0
1e-06 0 8.15441e-06 -0.849368 1.54826 0
1e-06 0 8.15441e-06 -0.794484 1.54826 0
1e-06 0 8.15441e-06 -0.732182 1.54826 0
1e-06 0 8.15441e-06 -0.663044 1.54826 0
1e-06 0 8.15441e-06 -0.587716 1.54826 0
1e-06 0 8.15441e-06 -0.5069 1.54826 0
1e-06 0 8.15441e-06 -0.421351 1.54826 0
1e-06 0 8.15441e-06 -0.331869 1.54826 0
1e-06 0 8.15441e-06 -0.239287 1.54826 0
1e-06 0 8.15441e-06 -0.144472 1.54826 0
1e-06 0 8.15441e-06 -0.0483077 1.54826 0
1e-06 0 8.15441e-06 0.0483077 1.54826 0
1e-06 0 8.15441e-06 0.144472 1.54826 0
1e-06 0 8.15441e-06 0.239287 1.54826 0
1e-06 0 8.15441e-06 0.331869 1.54826 0
1e-06 0 8.15441e-06 0.421351 1.54826 0
1e-06 0 8.15441e-06 0.5069 1.54826 0
1e-06 0 8.15441e-06 0.587716 1.54826 0
1e-06 0 8.15441e-06 0.663044 1.54826 0
1e-06 0 8.15441e-06 0.732182 1.54826 0
1e-06 0 8.15441e-06 0.794484 1.54826 0
1e-06 0 8.15441e-06 0.849368 1.54826 0
1e-06 0 8.15441e-06 0.896321 1.54826 0
1e-06 0 8.15441e-06 0.934906 1.54826 0
1e-06 0 8.15441e-06 0.964762 1.54826 0
1e-06 0 8.15441e-06 0.985612 1.54826 0
1e-06 0 8.15441e-06 0.997264 1.54826 0
1e-06 0 1.15689e-05 -0.997264 1.54826 0
1e-06 0 1.15689e-05 -0.985612 1.54826 0
1e-06 0 1.15689e-05 -0.964762 1.54826 0
1e-06 0 1.15689e-05 -0.934906 1.54826 0
1e-06 0 1.15689e-05 -0.896321 1.54826 0
1e-06 0 1.15689e-05 -0.849368 1.54826 0
1e-06 0 1.15689e-05 -0.794484 1.54826 0
1e-06 0 1.15689e-05 -0.732182 1.54826 0
1e-06 0 1.15689e-05 -0.663044 1.54826 0
1e-06 0 1.15689e-05 -0.587716 1.54826 0
1e-06 0 1.15689e-05 -0.5069 1.54826 0
1e-06 0 1.15689e-05 -0.421351 1.54826 0
1e-06 0 1.15689e-05 -0.331869 1.54826 0
1e-06 0 1.15689e-05 -0.239287 1.54826 0
1e-06 0 1.15689e-05 -0.144472 1.54826 0
1e-06 0 1.15689e-05 -0.0483077 1.54826 0
1e-06 0 1.15689e-05 0.0483077 1.54826 0
1e-06 0 1.15689e-05 0.144472 1.54826 0
1e-06 0 1.15689e-05 0.239287 1.54826 0
1e-06 0 1.15689e-05 0.331869 1.54826 0
1e-06 0 1.15689e-05 0.421351 1.54826 0
1e-06 0 1.15689e-05 0.5069 1.54826 0
1e-06 0 1.15689e-05 0.587716 1.54826 0
1e-06 0 1.15689e-05 0.663044 1.54826 0
1e-06 0 1.15689e-05 0.732182 1.54826 0
1e-06 0 1.15689e-05 0.794484 1.54826 0
1e-06 0 1.15689e-05 0.849368 1.54826 0
1e-06 0 1.15689e-05 0.896321 1.54826 0
1e-06 0 1.15689e-05 0.934906 1.54826 0
1e-06 0 1.15689e-05 0.964762 1.54826 0
1e-06 0 1.15689e-05 0.985612 1.54826 0
1e-06 0 1.15689e-05 0.997264 1.54826 0
1e-06 0 1.64131e-05 -0.997264 1.54826 0
1e-06 0 1.64131e-05 -0.985612 1.54826 0
1e-06 0 1.64131e-05 -0.964762 1.54826 0
1e-06 0 1.64131e-05 -0.934906 1.54826 0
1e-06 0 1.64131e-05 -0.896321 1.54826 0
1e-06 0 1.64131e-05 -0.849368 1.54826 0
1e-06 0 1.64131e-05 -0.794484 1.54826 0
1e-06 0 1.64131e-05 -0.732182 1.54826 0
1e-06 0 1.64131e-05 -0.663044 1.54826 0
1e-06 0 1.64131e-05 -0.587716 1.54826 0
1e-06 0 1.64131e-05 -0.5069 1.54826 0
1e-06 0 1.64131e-05 -0.421351 1.54826 0
1e-06 0 1.64131e-05 -0.331869 1.54826 0
1e-06 0 1.64131e-05 -0.239287 1.54826 0
1e-06 0 1.64131e-05 -0.144472 1.54826 0
1e-06 0 1.64131e-05 -0.0483077 1.54826 0
1e-06 0 1.64131e-05 0.0483077 1.54826 0
1e-06 0 1.64131e-05 0.144472 1.54826 0
1e-06 0 1.64131e-05 0.239287 1.54826 0
1e-06 0 1.64131e-05 0.331869 1.54826 0
1e-06 0 1.64131e-05 0.421351 1.54826 0
1e-06 0 1.64131e-05 0.5069 1.54826 0
1e-06 0 1.64131e-05 0.587716 1.54826 0
1e-06 0 1.64131e-05 0.663044 1.54826 0
1e-06 0 1.64131e-05 0.732182 1.54826 0
1e-06 0 1.64131e-05 0.794484 1.54826 0
1e-06 0 1.64131e-05 0.849368 1.54826 0
1e-06 0 1.64131e-05 0.896321 1.54826 0
1e-06 0 1.64131e-05 0.934906 1.54826 0
1e-06 0 1.64131e-05 0.964762 1.54826 0
1e-06 0 1.64131e-05 0.985612 1.54826 0
1e-06 0 1.64131e-05 0.997264 1.54826 0
1e-06 0 2.32857e-05 -0.997264 1.54826 0
1e-06 0 2.32857e-05 -0.985612 1.54826 0
1e-06 0 2.32857e-05 -0.964762 1.54826 0
1e-06 0 2.32857e-05 -0.934906 1.54826 0
1e-06 0 2.32857e-05 -0.896321 1.54826 0
1e-06 0 2.32857e-05 -0.849368 1.54826 0
1e-06 0 2.32857e-05 -0.794484 1.54826 0
1e-06 0 2.32857e-05 -0.732182 1.54826 0
1e-06 0 2.32857e-05 -0.663044 1.54826 0
1e-06 0 2.32857e-05 -0.587716 1.54826 0
1e-06 0 2.32857e-05 -0.5069 1.54826 0
1e-06 0 2.32857e-05 -0.421351 1.54826 0
1e-06 0 2.32857e-05 -0.331869 1.54826 0
1e-06 0 2.32857e-05 -0.239287 1.54826 0
1e-06 0 2.32857e-05 -0.144472 1.54826 0
1e-06 0 2.32857e-05 -0.0483077 1.54826 0
1e-06 0 2.32857e-05 0.0483077 1.54826 0
1e-06 0 2.32857e-05 0.144472 1.54826 0
1e-06 0 2.32857e-05 0.239287 1.54826 0
1e-06 0 2.32857e-05 0.331869 1.54826 0
1e-06 0 2.32857e-05 0.421351 1.54826 0
1e-06 0 2.32857e-05 0.5069 1.54826 0
1e-06 0 2.32857e-05 0.587716 1.54826 0
1e-06 0 2.32857e-05 0.663044 1.54826 0
1e-06 0 2.32857e-05 0.732182 1.54826 0
1e-06 0 2.32857e-05 0.794484 1.54826 0
1e-06 0 2.32857e-05 0.849368 1.54826 0
1e-06 0 2.32857e-05 0.896321 1.54826 0
1e-06 0 2.32857e-05 0.934906 1.54826 0
1e-06 0 2.32857e-05 0.964762 1.54826 0
1e-06 0 2.32857e-05 0.985612 1.54826 0
1e-06 0 2.32857e-05 0.997264 1.54826 0
1e-06 0 3.3036e-05 -0.997264 1.54827 0
1e-06 0 3.3036e-05 -0.985612 1.54827 0
1e-06 0 3.3036e-05 -0.964762 1.54827 0
1e-06 0 3.3036e-05 -0.934906 1.54827 0
1e-06 0 3.3036e-05 -0.896321 1.54827 0
1e-06 0 3.3036e-05 -0.849368 1.54827 0
1e-06 0 3.3036e-05 -0.794484 1.54827 0
1e-06 0 3.3036e-05 -0.732182 1.54827 0
1e-06 0 3.3036e-05 -0.663044 1.54827 0
1e-06 0 3.3036e-05 -0.587716 1.54827 0
1e-06 0 3.3036e-05 -0.5069 1.54827 0
1e-06 0 3.3036e-05 -0.421351 1.54827 0
1e-06 0 3.3036e-05 -0.331869 1.54827 0
1e-06 0 3.3036e-05 -0.239287 1.54827 0
1e-06 0 3.3036e-05 -0.144472 1.54827 0
1e-06 0 3.3036e-05 -0.0483077 1.54827 0
1e-06 0 3.3036e-05 0.0483077 1.54827 0
1e-06 0 3.3036e-05 0.144472 1.54827 0
1e-06 0 3.3036e-05 0.239287 1.54827 0
1e-06 0 3.3036e-05 0.331869 1.54827 0
1e-06 0 3.3036e-05 0.421351 1.54827 0
1e-06 0 3.3036e-05 0.5069 1.54827 0
1e-06 0 3.3036e-05 0.587716 1.54827 0
1e-06 0 3.3036e-05 0.663044 1.54827 0
1e-06 0 3.3036e-05 0.732182 1.54827 0
1e-06 0 3.3036e-05 0.794484 1.54827 0
1e-06 0 3.3036e-05 0.849368 1.54827 0
1e-06 0 3.3036e-05 0.896321 1.54827 0
1e-06 0 3.3036e-05 0.934906 1.54827 0
1e-06 0 3.3036e-05 0.964762 1.54827 0
1e-06 0 3.3036e-05 0.985612 1.54827 0
1e-06 0 3.3036e-05 0.997264 1.54827 0
1e-06 0 4.6869e-05 -0.997264 1.54827 0
1e-06 0 4.6869e-05 -0.985612 1.54827 0
1e-06 0 4.6869e-05 -0.964762 1.54827 0
1e-06 0 4.6869e-05 -0.934906 1.54827 0
1e-06 0 4.6869e-05 -0.896321 1.54827 0
1e-06 0 4.6869e-05 -0.849368 1.54827 0
1e-06 0 4.6869e-05 -0.794484 1.54827 0
1e-06 0 4.6869e-05 -0.732182 1.54827 0
1e-06 0 4.6869e-05 -0.663044 1.54827 0
1e-06 0 4.6869e-05 -0.587716 1.54827 0
1e-06 0 4.6869e-05 -0.5069 1.54827 0
1e-06 0 4.6869e-05 -0.421351 1.54827 0
1e-06 0 4.6869e-05 -0.331869 1.54827 0
1e-06 0 4.6869e-05 -0.239287 1.54827 0
1e-06 0 4.6869e-05 -0.144472 1.54827 0
1e-06 0 4.6869e-05 -0.0483077 1.54827 0
1e-06 0 4.6869e-05 0.0483077 1.54827 0
1e-06 0 4.6869e-05 0.144472 1.54827 0
1e-06 0 4.6869e-05 0.239287 1.54827 0
1e-06 0 4.6869e-05 0.331869 1.54827 0
1e-06 0 4.6869e-05 0.421351 1.54827 0
1e-06 0 4.6869e-05 0.5069 1.54827 0
1e-06 0 4.6869e-05 0.587716 1.54827 0
1e-06 0 4.6869e-05 0.663044 1.54827 0
1e-06 0 4.6869e-05 0.732182 1.54827 0
1e-06 0 4.6869e-05 0.794484 1.54827 0
1e-06 0 4.6869e-05 0.849368 1.54827 0
1e-06 0 4.6869e-05 0.896321 1.54827 0
1e-06 0 4.6869e-05 0.934906 1.54827 0
1e-06 0 4.6869e-05 0.964762 1.54827 0
1e-06 0 4.6869e-05 0.985612 1.54827 0
1e-06 0 4.6869e-05 0.997264 1.54827 0
1e-06 0 6.64944e-05 -0.997264 1.54827 0
1e-06 0 6.64944e-05 -0.985612 1.54827 0
1e-06 0 6.64944e-05 -0.964762 1.54827 0
1e-06 0 6.64944e-05 -0.934906 1.54827 0
1e-06 0 6.64944e-05 -0.896321 1.54827 0
1e-06 0 6.64944e-05 -0.849368 1.54827 0
1e-06 0 6.64944e-05 -0.794484 1.54827 0
1e-06 0 6.64944e-05 -0.732182 1.54827 0
1e-06 0 6.64944e-05 -0.663044 1.54827 0
1e-06 0 6.64944e-05 -0.587716 1.54827 0
1e-06 0 6.64944e-05 -0.5069 1.54827 0
1e-06 0 6.64944e-05 -0.421351 1.54827 0
1e-06 0 6.64944e-05 -0.331869 1.54827 0
1e-06 0 6.64944e-05 -0.239287 1.54827 0
1e-06 0 6.64944e-05 -0.144472 1.54827 0
1e-06 0 6.64944e-05 -0.0483077 1.54827 0
1e-06 0 6.64944e-05 0.0483077 1.54827 0
1e-06 0 6.64944e-05 0.144472 1.54827 0
1e-06 0 6.64944e-05 0.239287 1.54827 0
1e-06 0 6.64944e-05 0.331869 1.54827 0
1e-06 0 6.64944e-05 0.421351 1.54827 0
1e-06 0 6.64944e-05 0.5069 1.54827 0
