#q_sq i k_sq z Re(fg) Im(fg)
1e-06 6 1e-06 -0.997264 -1.48879e+12 -0
1e-06 6 1e-06 -0.985612 -2.84771e+11 -0
1e-06 6 1e-06 -0.964762 -1.17514e+11 -0
1e-06 6 1e-06 -0.934906 -6.4596e+10 -0
1e-06 6 1e-06 -0.896321 -4.13813e+10 -0
1e-06 6 1e-06 -0.849368 -2.92055e+10 -0
1e-06 6 1e-06 -0.794484 -2.20608e+10 -0
1e-06 6 1e-06 -0.732182 -1.75377e+10 -0
1e-06 6 1e-06 -0.663044 -1.45188e+10 -0
1e-06 6 1e-06 -0.587716 -1.2429e+10 -0
1e-06 6 1e-06 -0.5069 -1.09493e+10 -0
1e-06 6 1e-06 -0.421351 -9.89217e+09 -0
1e-06 6 1e-06 -0.331869 -9.14292e+09 -0
1e-06 6 1e-06 -0.239287 -8.63009e+09 -0
1e-06 6 1e-06 -0.144472 -8.30938e+09 -0
1e-06 6 1e-06 -0.0483077 -8.15498e+09 -0
1e-06 6 1e-06 0.0483077 -8.15498e+09 -0
1e-06 6 1e-06 0.144472 -8.30938e+09 -0
1e-06 6 1e-06 0.239287 -8.63009e+09 -0
1e-06 6 1e-06 0.331869 -9.14292e+09 -0
1e-06 6 1e-06 0.421351 -9.89217e+09 -0
1e-06 6 1e-06 0.5069 -1.09493e+10 -0
1e-06 6 1e-06 0.587716 -1.2429e+10 -0
1e-06 6 1e-06 0.663044 -1.45188e+10 -0
1e-06 6 1e-06 0.732182 -1.75377e+10 -0
1e-06 6 1e-06 0.794484 -2.20608e+10 -0
1e-06 6 1e-06 0.849368 -2.92055e+10 -0
1e-06 6 1e-06 0.896321 -4.13813e+10 -0
1e-06 6 1e-06 0.934906 -6.4596e+10 -0
1e-06 6 1e-06 0.964762 -1.17514e+11 -0
1e-06 6 1e-06 0.985612 -2.84771e+11 -0
1e-06 6 1e-06 0.997264 -1.48879e+12 -0
1e-06 6 1.41873e-06 -0.997264 -1.04938e+12 -0
1e-06 6 1.41873e-06 -0.985612 -2.00723e+11 -0
1e-06 6 1.41873e-06 -0.964762 -8.28302e+10 -0
1e-06 6 1.41873e-06 -0.934906 -4.5531e+10 -0
1e-06 6 1.41873e-06 -0.896321 -2.91679e+10 -0
1e-06 6 1.41873e-06 -0.849368 -2.05857e+10 -0
1e-06 6 1.41873e-06 -0.794484 -1.55497e+10 -0
1e-06 6 1.41873e-06 -0.732182 -1.23616e+10 -0
1e-06 6 1.41873e-06 -0.663044 -1.02337e+10 -0
1e-06 6 1.41873e-06 -0.587716 -8.76071e+09 -0
1e-06 6 1.41873e-06 -0.5069 -7.71773e+09 -0
1e-06 6 1.41873e-06 -0.421351 -6.97257e+09 -0
1e-06 6 1.41873e-06 -0.331869 -6.44446e+09 -0
1e-06 6 1.41873e-06 -0.239287 -6.08299e+09 -0
1e-06 6 1.41873e-06 -0.144472 -5.85694e+09 -0
1e-06 6 1.41873e-06 -0.0483077 -5.74811e+09 -0
1e-06 6 1.41873e-06 0.0483077 -5.74811e+09 -0
1e-06 6 1.41873e-06 0.144472 -5.85694e+09 -0
1e-06 6 1.41873e-06 0.239287 -6.08299e+09 -0
1e-06 6 1.41873e-06 0.331869 -6.44446e+09 -0
1e-06 6 1.41873e-06 0.421351 -6.97257e+09 -0
1e-06 6 1.41873e-06 0.5069 -7.71773e+09 -0
1e-06 6 1.41873e-06 0.587716 -8.76071e+09 -0
1e-06 6 1.41873e-06 0.663044 -1.02337e+10 -0
1e-06 6 1.41873e-06 0.732182 -1.23616e+10 -0
1e-06 6 1.41873e-06 0.794484 -1.55497e+10 -0
1e-06 6 1.41873e-06 0.849368 -2.05857e+10 -0
1e-06 6 1.41873e-06 0.896321 -2.91679e+10 -0
1e-06 6 1.41873e-06 0.934906 -4.5531e+10 -0
1e-06 6 1.41873e-06 0.964762 -8.28302e+10 -0
1e-06 6 1.41873e-06 0.985612 -2.00723e+11 -0
1e-06 6 1.41873e-06 0.997264 -1.04938e+12 -0
1e-06 6 2.01279e-06 -0.997264 -7.39663e+11 -0
1e-06 6 2.01279e-06 -0.985612 -1.41481e+11 -0
1e-06 6 2.01279e-06 -0.964762 -5.83834e+10 -0
1e-06 6 2.01279e-06 -0.934906 -3.20928e+10 -0
1e-06 6 2.01279e-06 -0.896321 -2.05592e+10 -0
1e-06 6 2.01279e-06 -0.849368 -1.451e+10 -0
1e-06 6 2.01279e-06 -0.794484 -1.09603e+10 -0
1e-06 6 2.01279e-06 -0.732182 -8.71318e+09 -0
1e-06 6 2.01279e-06 -0.663044 -7.21329e+09 -0
1e-06 6 2.01279e-06 -0.587716 -6.17506e+09 -0
1e-06 6 2.01279e-06 -0.5069 -5.43991e+09 -0
1e-06 6 2.01279e-06 -0.421351 -4.91468e+09 -0
1e-06 6 2.01279e-06 -0.331869 -4.54243e+09 -0
1e-06 6 2.01279e-06 -0.239287 -4.28765e+09 -0
1e-06 6 2.01279e-06 -0.144472 -4.12832e+09 -0
1e-06 6 2.01279e-06 -0.0483077 -4.0516e+09 -0
1e-06 6 2.01279e-06 0.0483077 -4.0516e+09 -0
1e-06 6 2.01279e-06 0.144472 -4.12832e+09 -0
1e-06 6 2.01279e-06 0.239287 -4.28765e+09 -0
1e-06 6 2.01279e-06 0.331869 -4.54243e+09 -0
1e-06 6 2.01279e-06 0.421351 -4.91468e+09 -0
1e-06 6 2.01279e-06 0.5069 -5.43991e+09 -0
1e-06 6 2.01279e-06 0.587716 -6.17506e+09 -0
1e-06 6 2.01279e-06 0.663044 -7.21329e+09 -0
1e-06 6 2.01279e-06 0.732182 -8.71318e+09 -0
1e-06 6 2.01279e-06 0.794484 -1.09603e+10 -0
1e-06 6 2.01279e-06 0.849368 -1.451e+10 -0
1e-06 6 2.01279e-06 0.896321 -2.05592e+10 -0
1e-06 6 2.01279e-06 0.934906 -3.20928e+10 -0
1e-06 6 2.01279e-06 0.964762 -5.83834e+10 -0
1e-06 6 2.01279e-06 0.985612 -1.41481e+11 -0
1e-06 6 2.01279e-06 0.997264 -7.39663e+11 -0
1e-06 6 2.85559e-06 -0.997264 -5.21356e+11 -0
1e-06 6 2.85559e-06 -0.985612 -9.97238e+10 -0
1e-06 6 2.85559e-06 -0.964762 -4.11519e+10 -0
1e-06 6 2.85559e-06 -0.934906 -2.26208e+10 -0
1e-06 6 2.85559e-06 -0.896321 -1.44913e+10 -0
1e-06 6 2.85559e-06 -0.849368 -1.02275e+10 -0
1e-06 6 2.85559e-06 -0.794484 -7.72547e+09 -0
1e-06 6 2.85559e-06 -0.732182 -6.14155e+09 -0
1e-06 6 2.85559e-06 -0.663044 -5.08435e+09 -0
1e-06 6 2.85559e-06 -0.587716 -4.35254e+09 -0
1e-06 6 2.85559e-06 -0.5069 -3.83437e+09 -0
1e-06 6 2.85559e-06 -0.421351 -3.46416e+09 -0
1e-06 6 2.85559e-06 -0.331869 -3.20178e+09 -0
1e-06 6 2.85559e-06 -0.239287 -3.02219e+09 -0
1e-06 6 2.85559e-06 -0.144472 -2.90988e+09 -0
1e-06 6 2.85559e-06 -0.0483077 -2.85581e+09 -0
1e-06 6 2.85559e-06 0.0483077 -2.85581e+09 -0
1e-06 6 2.85559e-06 0.144472 -2.90988e+09 -0
1e-06 6 2.85559e-06 0.239287 -3.02219e+09 -0
1e-06 6 2.85559e-06 0.331869 -3.20178e+09 -0
1e-06 6 2.85559e-06 0.421351 -3.46416e+09 -0
1e-06 6 2.85559e-06 0.5069 -3.83437e+09 -0
1e-06 6 2.85559e-06 0.587716 -4.35254e+09 -0
1e-06 6 2.85559e-06 0.663044 -5.08435e+09 -0
1e-06 6 2.85559e-06 0.732182 -6.14155e+09 -0
1e-06 6 2.85559e-06 0.794484 -7.72547e+09 -0
1e-06 6 2.85559e-06 0.849368 -1.02275e+10 -0
1e-06 6 2.85559e-06 0.896321 -1.44913e+10 -0
1e-06 6 2.85559e-06 0.934906 -2.26208e+10 -0
1e-06 6 2.85559e-06 0.964762 -4.11519e+10 -0
1e-06 6 2.85559e-06 0.985612 -9.97238e+10 -0
1e-06 6 2.85559e-06 0.997264 -5.21356e+11 -0
1e-06 6 4.0513e-06 -0.997264 -3.67481e+11 -0
1e-06 6 4.0513e-06 -0.985612 -7.02909e+10 -0
1e-06 6 4.0513e-06 -0.964762 -2.90062e+10 -0
1e-06 6 4.0513e-06 -0.934906 -1.59444e+10 -0
1e-06 6 4.0513e-06 -0.896321 -1.02143e+10 -0
1e-06 6 4.0513e-06 -0.849368 -7.20891e+09 -0
1e-06 6 4.0513e-06 -0.794484 -5.44536e+09 -0
1e-06 6 4.0513e-06 -0.732182 -4.32892e+09 -0
1e-06 6 4.0513e-06 -0.663044 -3.58375e+09 -0
1e-06 6 4.0513e-06 -0.587716 -3.06793e+09 -0
1e-06 6 4.0513e-06 -0.5069 -2.70269e+09 -0
1e-06 6 4.0513e-06 -0.421351 -2.44174e+09 -0
1e-06 6 4.0513e-06 -0.331869 -2.2568e+09 -0
1e-06 6 4.0513e-06 -0.239287 -2.13022e+09 -0
1e-06 6 4.0513e-06 -0.144472 -2.05106e+09 -0
1e-06 6 4.0513e-06 -0.0483077 -2.01295e+09 -0
1e-06 6 4.0513e-06 0.0483077 -2.01295e+09 -0
1e-06 6 4.0513e-06 0.144472 -2.05106e+09 -0
1e-06 6 4.0513e-06 0.239287 -2.13022e+09 -0
1e-06 6 4.0513e-06 0.331869 -2.2568e+09 -0
1e-06 6 4.0513e-06 0.421351 -2.44174e+09 -0
1e-06 6 4.0513e-06 0.5069 -2.70269e+09 -0
1e-06 6 4.0513e-06 0.587716 -3.06793e+09 -0
1e-06 6 4.0513e-06 0.663044 -3.58375e+09 -0
1e-06 6 4.0513e-06 0.732182 -4.32892e+09 -0
1e-06 6 4.0513e-06 0.794484 -5.44536e+09 -0
1e-06 6 4.0513e-06 0.849368 -7.20891e+09 -0
1e-06 6 4.0513e-06 0.896321 -1.02143e+10 -0
1e-06 6 4.0513e-06 0.934906 -1.59444e+10 -0
1e-06 6 4.0513e-06 0.964762 -2.90062e+10 -0
1e-06 6 4.0513e-06 0.985612 -7.02909e+10 -0
1e-06 6 4.0513e-06 0.997264 -3.67481e+11 -0
1e-06 6 5.74769e-06 -0.997264 -2.59021e+11 -0
1e-06 6 5.74769e-06 -0.985612 -4.95449e+10 -0
1e-06 6 5.74769e-06 -0.964762 -2.04452e+10 -0
1e-06 6 5.74769e-06 -0.934906 -1.12385e+10 -0
1e-06 6 5.74769e-06 -0.896321 -7.19961e+09 -0
1e-06 6 5.74769e-06 -0.849368 -5.08125e+09 -0
1e-06 6 5.74769e-06 -0.794484 -3.8382e+09 -0
1e-06 6 5.74769e-06 -0.732182 -3.05128e+09 -0
1e-06 6 5.74769e-06 -0.663044 -2.52604e+09 -0
1e-06 6 5.74769e-06 -0.587716 -2.16246e+09 -0
1e-06 6 5.74769e-06 -0.5069 -1.90502e+09 -0
1e-06 6 5.74769e-06 -0.421351 -1.72109e+09 -0
1e-06 6 5.74769e-06 -0.331869 -1.59073e+09 -0
1e-06 6 5.74769e-06 -0.239287 -1.50151e+09 -0
1e-06 6 5.74769e-06 -0.144472 -1.44571e+09 -0
1e-06 6 5.74769e-06 -0.0483077 -1.41885e+09 -0
1e-06 6 5.74769e-06 0.0483077 -1.41885e+09 -0
1e-06 6 5.74769e-06 0.144472 -1.44571e+09 -0
1e-06 6 5.74769e-06 0.239287 -1.50151e+09 -0
1e-06 6 5.74769e-06 0.331869 -1.59073e+09 -0
1e-06 6 5.74769e-06 0.421351 -1.72109e+09 -0
1e-06 6 5.74769e-06 0.5069 -1.90502e+09 -0
1e-06 6 5.74769e-06 0.587716 -2.16246e+09 -0
1e-06 6 5.74769e-06 0.663044 -2.52604e+09 -0
