#q_sq i k_sq z Re(w) Im(w)
1e-06 1 1e-06 -0.997264 0.133097 0
1e-06 1 1e-06 -0.985612 0.132932 0
1e-06 1 1e-06 -0.964762 0.132986 0
1e-06 1 1e-06 -0.934906 0.132741 0
1e-06 1 1e-06 -0.896321 0.133046 0
1e-06 1 1e-06 -0.849368 0.132899 0
1e-06 1 1e-06 -0.794484 0.132933 0
1e-06 1 1e-06 -0.732182 0.132867 0
1e-06 1 1e-06 -0.663044 0.13283 0
1e-06 1 1e-06 -0.587716 0.132965 0
1e-06 1 1e-06 -0.5069 0.133346 0
1e-06 1 1e-06 -0.421351 0.133049 0
1e-06 1 1e-06 -0.331869 0.132584 0
1e-06 1 1e-06 -0.239287 0.131371 0
1e-06 1 1e-06 -0.144472 0.131661 0
1e-06 1 1e-06 -0.0483077 0.132196 0
1e-06 1 1e-06 0.0483077 0.132196 0
1e-06 1 1e-06 0.144472 0.131661 0
1e-06 1 1e-06 0.239287 0.131371 0
1e-06 1 1e-06 0.331869 0.132584 0
1e-06 1 1e-06 0.421351 0.133049 0
1e-06 1 1e-06 0.5069 0.133346 0
1e-06 1 1e-06 0.587716 0.132965 0
1e-06 1 1e-06 0.663044 0.13283 0
1e-06 1 1e-06 0.732182 0.132867 0
1e-06 1 1e-06 0.794484 0.132933 0
1e-06 1 1e-06 0.849368 0.132899 0
1e-06 1 1e-06 0.896321 0.133046 0
1e-06 1 1e-06 0.934906 0.132741 0
1e-06 1 1e-06 0.964762 0.132986 0
1e-06 1 1e-06 0.985612 0.132932 0
1e-06 1 1e-06 0.997264 0.133097 0
1e-06 1 1.41873e-06 -0.997264 0.132948 0
1e-06 1 1.41873e-06 -0.985612 0.13295 0
1e-06 1 1.41873e-06 -0.964762 0.133011 0
1e-06 1 1.41873e-06 -0.934906 0.133019 0
1e-06 1 1.41873e-06 -0.896321 0.132777 0
1e-06 1 1.41873e-06 -0.849368 0.133004 0
1e-06 1 1.41873e-06 -0.794484 0.133147 0
1e-06 1 1.41873e-06 -0.732182 0.132959 0
1e-06 1 1.41873e-06 -0.663044 0.133028 0
1e-06 1 1.41873e-06 -0.587716 0.132784 0
1e-06 1 1.41873e-06 -0.5069 0.132975 0
1e-06 1 1.41873e-06 -0.421351 0.132986 0
1e-06 1 1.41873e-06 -0.331869 0.133135 0
1e-06 1 1.41873e-06 -0.239287 0.133417 0
1e-06 1 1.41873e-06 -0.144472 0.133967 0
1e-06 1 1.41873e-06 -0.0483077 0.131693 0
1e-06 1 1.41873e-06 0.0483077 0.131693 0
1e-06 1 1.41873e-06 0.144472 0.133967 0
1e-06 1 1.41873e-06 0.239287 0.133417 0
1e-06 1 1.41873e-06 0.331869 0.133135 0
1e-06 1 1.41873e-06 0.421351 0.132986 0
1e-06 1 1.41873e-06 0.5069 0.132975 0
1e-06 1 1.41873e-06 0.587716 0.132784 0
1e-06 1 1.41873e-06 0.663044 0.133028 0
1e-06 1 1.41873e-06 0.732182 0.132959 0
1e-06 1 1.41873e-06 0.794484 0.133147 0
1e-06 1 1.41873e-06 0.849368 0.133004 0
1e-06 1 1.41873e-06 0.896321 0.132777 0
1e-06 1 1.41873e-06 0.934906 0.133019 0
1e-06 1 1.41873e-06 0.964762 0.133011 0
1e-06 1 1.41873e-06 0.985612 0.13295 0
1e-06 1 1.41873e-06 0.997264 0.132948 0
1e-06 1 2.01279e-06 -0.997264 0.132916 0
1e-06 1 2.01279e-06 -0.985612 0.132936 0
1e-06 1 2.01279e-06 -0.964762 0.13292 0
1e-06 1 2.01279e-06 -0.934906 0.132876 0
1e-06 1 2.01279e-06 -0.896321 0.132835 0
1e-06 1 2.01279e-06 -0.849368 0.132776 0
1e-06 1 2.01279e-06 -0.794484 0.132912 0
1e-06 1 2.01279e-06 -0.732182 0.133026 0
1e-06 1 2.01279e-06 -0.663044 0.132955 0
1e-06 1 2.01279e-06 -0.587716 0.133196 0
1e-06 1 2.01279e-06 -0.5069 0.132964 0
1e-06 1 2.01279e-06 -0.421351 0.132885 0
1e-06 1 2.01279e-06 -0.331869 0.132704 0
1e-06 1 2.01279e-06 -0.239287 0.133213 0
1e-06 1 2.01279e-06 -0.144472 0.13363 0
1e-06 1 2.01279e-06 -0.0483077 0.133429 0
1e-06 1 2.01279e-06 0.0483077 0.133429 0
1e-06 1 2.01279e-06 0.144472 0.13363 0
1e-06 1 2.01279e-06 0.239287 0.133213 0
1e-06 1 2.01279e-06 0.331869 0.132704 0
1e-06 1 2.01279e-06 0.421351 0.132885 0
1e-06 1 2.01279e-06 0.5069 0.132964 0
1e-06 1 2.01279e-06 0.587716 0.133196 0
1e-06 1 2.01279e-06 0.663044 0.132955 0
1e-06 1 2.01279e-06 0.732182 0.133026 0
1e-06 1 2.01279e-06 0.794484 0.132912 0
1e-06 1 2.01279e-06 0.849368 0.132776 0
1e-06 1 2.01279e-06 0.896321 0.132835 0
1e-06 1 2.01279e-06 0.934906 0.132876 0
1e-06 1 2.01279e-06 0.964762 0.13292 0
1e-06 1 2.01279e-06 0.985612 0.132936 0
1e-06 1 2.01279e-06 0.997264 0.132916 0
1e-06 1 2.85559e-06 -0.997264 0.133035 0
1e-06 1 2.85559e-06 -0.985612 0.133024 0
1e-06 1 2.85559e-06 -0.964762 0.133021 0
1e-06 1 2.85559e-06 -0.934906 0.132913 0
1e-06 1 2.85559e-06 -0.896321 0.132903 0
1e-06 1 2.85559e-06 -0.849368 0.132908 0
1e-06 1 2.85559e-06 -0.794484 0.132917 0
1e-06 1 2.85559e-06 -0.732182 0.132872 0
1e-06 1 2.85559e-06 -0.663044 0.133024 0
1e-06 1 2.85559e-06 -0.587716 0.132875 0
1e-06 1 2.85559e-06 -0.5069 0.132776 0
1e-06 1 2.85559e-06 -0.421351 0.132876 0
1e-06 1 2.85559e-06 -0.331869 0.133031 0
1e-06 1 2.85559e-06 -0.239287 0.132968 0
1e-06 1 2.85559e-06 -0.144472 0.132863 0
1e-06 1 2.85559e-06 -0.0483077 0.131417 0
1e-06 1 2.85559e-06 0.0483077 0.131417 0
1e-06 1 2.85559e-06 0.144472 0.132863 0
1e-06 1 2.85559e-06 0.239287 0.132968 0
1e-06 1 2.85559e-06 0.331869 0.133031 0
1e-06 1 2.85559e-06 0.421351 0.132876 0
1e-06 1 2.85559e-06 0.5069 0.132776 0
1e-06 1 2.85559e-06 0.587716 0.132875 0
1e-06 1 2.85559e-06 0.663044 0.133024 0
1e-06 1 2.85559e-06 0.732182 0.132872 0
1e-06 1 2.85559e-06 0.794484 0.132917 0
1e-06 1 2.85559e-06 0.849368 0.132908 0
1e-06 1 2.85559e-06 0.896321 0.132903 0
1e-06 1 2.85559e-06 0.934906 0.132913 0
1e-06 1 2.85559e-06 0.964762 0.133021 0
1e-06 1 2.85559e-06 0.985612 0.133024 0
1e-06 1 2.85559e-06 0.997264 0.133035 0
1e-06 1 4.0513e-06 -0.997264 0.132885 0
1e-06 1 4.0513e-06 -0.985612 0.13291 0
1e-06 1 4.0513e-06 -0.964762 0.132944 0
1e-06 1 4.0513e-06 -0.934906 0.132919 0
1e-06 1 4.0513e-06 -0.896321 0.132933 0
1e-06 1 4.0513e-06 -0.849368 0.132856 0
1e-06 1 4.0513e-06 -0.794484 0.132857 0
1e-06 1 4.0513e-06 -0.732182 0.132941 0
1e-06 1 4.0513e-06 -0.663044 0.13302 0
1e-06 1 4.0513e-06 -0.587716 0.13279 0
1e-06 1 4.0513e-06 -0.5069 0.133003 0
1e-06 1 4.0513e-06 -0.421351 0.133086 0
1e-06 1 4.0513e-06 -0.331869 0.13292 0
1e-06 1 4.0513e-06 -0.239287 0.132805 0
1e-06 1 4.0513e-06 -0.144472 0.133437 0
1e-06 1 4.0513e-06 -0.0483077 0.131824 0
1e-06 1 4.0513e-06 0.0483077 0.131824 0
1e-06 1 4.0513e-06 0.144472 0.133437 0
1e-06 1 4.0513e-06 0.239287 0.132805 0
1e-06 1 4.0513e-06 0.331869 0.13292 0
1e-06 1 4.0513e-06 0.421351 0.133086 0
1e-06 1 4.0513e-06 0.5069 0.133003 0
1e-06 1 4.0513e-06 0.587716 0.13279 0
1e-06 1 4.0513e-06 0.663044 0.13302 0
1e-06 1 4.0513e-06 0.732182 0.132941 0
1e-06 1 4.0513e-06 0.794484 0.132857 0
1e-06 1 4.0513e-06 0.849368 0.132856 0
1e-06 1 4.0513e-06 0.896321 0.132933 0
1e-06 1 4.0513e-06 0.934906 0.132919 0
1e-06 1 4.0513e-06 0.964762 0.132944 0
1e-06 1 4.0513e-06 0.985612 0.13291 0
1e-06 1 4.0513e-06 0.997264 0.132885 0
1e-06 1 5.74769e-06 -0.997264 0.132951 0
1e-06 1 5.74769e-06 -0.985612 0.132948 0
1e-06 1 5.74769e-06 -0.964762 0.132951 0
1e-06 1 5.74769e-06 -0.934906 0.132915 0
1e-06 1 5.74769e-06 -0.896321 0.132783 0
1e-06 1 5.74769e-06 -0.849368 0.132903 0
1e-06 1 5.74769e-06 -0.794484 0.133001 0
1e-06 1 5.74769e-06 -0.732182 0.132992 0
1e-06 1 5.74769e-06 -0.663044 0.132908 0
1e-06 1 5.74769e-06 -0.587716 0.132889 0
1e-06 1 5.74769e-06 -0.5069 0.133025 0
1e-06 1 5.74769e-06 -0.421351 0.132793 0
1e-06 1 5.74769e-06 -0.331869 0.132906 0
1e-06 1 5.74769e-06 -0.239287 0.133046 0
1e-06 1 5.74769e-06 -0.144472 0.132606 0
1e-06 1 5.74769e-06 -0.0483077 0.134282 0
1e-06 1 5.74769e-06 0.0483077 0.134282 0
1e-06 1 5.74769e-06 0.144472 0.132606 0
1e-06 1 5.74769e-06 0.239287 0.133046 0
1e-06 1 5.74769e-06 0.331869 0.132906 0
1e-06 1 5.74769e-06 0.421351 0.132793 0
1e-06 1 5.74769e-06 0.5069 0.133025 0
1e-06 1 5.74769e-06 0.587716 0.132889 0
1e-06 1 5.74769e-06 0.663044 0.132908 0
1e-06 1 5.74769e-06 0.732182 0.132992 0
1e-06 1 5.74769e-06 0.794484 0.133001 0
1e-06 1 5.74769e-06 0.849368 0.132903 0
1e-06 1 5.74769e-06 0.896321 0.132783 0
1e-06 1 5.74769e-06 0.934906 0.132915 0
1e-06 1 5.74769e-06 0.964762 0.132951 0
1e-06 1 5.74769e-06 0.985612 0.132948 0
1e-06 1 5.74769e-06 0.997264 0.132951 0
1e-06 1 8.15441e-06 -0.997264 0.132913 0
1e-06 1 8.15441e-06 -0.985612 0.13287 0
1e-06 1 8.15441e-06 -0.964762 0.132796 0
1e-06 1 8.15441e-06 -0.934906 0.132833 0
1e-06 1 8.15441e-06 -0.896321 0.132952 0
1e-06 1 8.15441e-06 -0.849368 0.133066 0
1e-06 1 8.15441e-06 -0.794484 0.132994 0
1e-06 1 8.15441e-06 -0.732182 0.132964 0
1e-06 1 8.15441e-06 -0.663044 0.132774 0
1e-06 1 8.15441e-06 -0.587716 0.132908 0
1e-06 1 8.15441e-06 -0.5069 0.133193 0
1e-06 1 8.15441e-06 -0.421351 0.132727 0
1e-06 1 8.15441e-06 -0.331869 0.133059 0
1e-06 1 8.15441e-06 -0.239287 0.13302 0
1e-06 1 8.15441e-06 -0.144472 0.132387 0
1e-06 1 8.15441e-06 -0.0483077 0.133792 0
1e-06 1 8.15441e-06 0.0483077 0.133792 0
1e-06 1 8.15441e-06 0.144472 0.132387 0
1e-06 1 8.15441e-06 0.239287 0.13302 0
1e-06 1 8.15441e-06 0.331869 0.133059 0
1e-06 1 8.15441e-06 0.421351 0.132727 0
1e-06 1 8.15441e-06 0.5069 0.133193 0
1e-06 1 8.15441e-06 0.587716 0.132908 0
1e-06 1 8.15441e-06 0.663044 0.132774 0
1e-06 1 8.15441e-06 0.732182 0.132964 0
1e-06 1 8.15441e-06 0.794484 0.132994 0
1e-06 1 8.15441e-06 0.849368 0.133066 0
1e-06 1 8.15441e-06 0.896321 0.132952 0
1e-06 1 8.15441e-06 0.934906 0.132833 0
1e-06 1 8.15441e-06 0.964762 0.132796 0
1e-06 1 8.15441e-06 0.985612 0.13287 0
1e-06 1 8.15441e-06 0.997264 0.132913 0
1e-06 1 1.15689e-05 -0.997264 0.132803 0
1e-06 1 1.15689e-05 -0.985612 0.132826 0
1e-06 1 1.15689e-05 -0.964762 0.132873 0
1e-06 1 1.15689e-05 -0.934906 0.132953 0
1e-06 1 1.15689e-05 -0.896321 0.13308 0
1e-06 1 1.15689e-05 -0.849368 0.133035 0
1e-06 1 1.15689e-05 -0.794484 0.132957 0
1e-06 1 1.15689e-05 -0.732182 0.1329 0
1e-06 1 1.15689e-05 -0.663044 0.132894 0
1e-06 1 1.15689e-05 -0.587716 0.132928 0
1e-06 1 1.15689e-05 -0.5069 0.133063 0
1e-06 1 1.15689e-05 -0.421351 0.133029 0
1e-06 1 1.15689e-05 -0.331869 0.132602 0
1e-06 1 1.15689e-05 -0.239287 0.133283 0
1e-06 1 1.15689e-05 -0.144472 0.133069 0
1e-06 1 1.15689e-05 -0.0483077 0.130322 0
1e-06 1 1.15689e-05 0.0483077 0.130322 0
1e-06 1 1.15689e-05 0.144472 0.133069 0
1e-06 1 1.15689e-05 0.239287 0.133283 0
1e-06 1 1.15689e-05 0.331869 0.132602 0
1e-06 1 1.15689e-05 0.421351 0.133029 0
1e-06 1 1.15689e-05 0.5069 0.133063 0
1e-06 1 1.15689e-05 0.587716 0.132928 0
1e-06 1 1.15689e-05 0.663044 0.132894 0
1e-06 1 1.15689e-05 0.732182 0.1329 0
1e-06 1 1.15689e-05 0.794484 0.132957 0
1e-06 1 1.15689e-05 0.849368 0.133035 0
1e-06 1 1.15689e-05 0.896321 0.13308 0
1e-06 1 1.15689e-05 0.934906 0.132953 0
1e-06 1 1.15689e-05 0.964762 0.132873 0
1e-06 1 1.15689e-05 0.985612 0.132826 0
1e-06 1 1.15689e-05 0.997264 0.132803 0
1e-06 1 1.64131e-05 -0.997264 0.132869 0
1e-06 1 1.64131e-05 -0.985612 0.132892 0
1e-06 1 1.64131e-05 -0.964762 0.132937 0
1e-06 1 1.64131e-05 -0.934906 0.133012 0
1e-06 1 1.64131e-05 -0.896321 0.133128 0
1e-06 1 1.64131e-05 -0.849368 0.133044 0
1e-06 1 1.64131e-05 -0.794484 0.132918 0
1e-06 1 1.64131e-05 -0.732182 0.132784 0
1e-06 1 1.64131e-05 -0.663044 0.132797 0
1e-06 1 1.64131e-05 -0.587716 0.133018 0
1e-06 1 1.64131e-05 -0.5069 0.13297 0
1e-06 1 1.64131e-05 -0.421351 0.132969 0
1e-06 1 1.64131e-05 -0.331869 0.132954 0
1e-06 1 1.64131e-05 -0.239287 0.132747 0
1e-06 1 1.64131e-05 -0.144472 0.133059 0
1e-06 1 1.64131e-05 -0.0483077 0.134815 0
1e-06 1 1.64131e-05 0.0483077 0.134815 0
1e-06 1 1.64131e-05 0.144472 0.133059 0
1e-06 1 1.64131e-05 0.239287 0.132747 0
1e-06 1 1.64131e-05 0.331869 0.132954 0
1e-06 1 1.64131e-05 0.421351 0.132969 0
1e-06 1 1.64131e-05 0.5069 0.13297 0
1e-06 1 1.64131e-05 0.587716 0.133018 0
1e-06 1 1.64131e-05 0.663044 0.132797 0
1e-06 1 1.64131e-05 0.732182 0.132784 0
1e-06 1 1.64131e-05 0.794484 0.132918 0
1e-06 1 1.64131e-05 0.849368 0.133044 0
1e-06 1 1.64131e-05 0.896321 0.133128 0
1e-06 1 1.64131e-05 0.934906 0.133012 0
1e-06 1 1.64131e-05 0.964762 0.132937 0
1e-06 1 1.64131e-05 0.985612 0.132892 0
1e-06 1 1.64131e-05 0.997264 0.132869 0
1e-06 1 2.32857e-05 -0.997264 0.132894 0
1e-06 1 2.32857e-05 -0.985612 0.132911 0
1e-06 1 2.32857e-05 -0.964762 0.132944 0
1e-06 1 2.32857e-05 -0.934906 0.132999 0
1e-06 1 2.32857e-05 -0.896321 0.133082 0
1e-06 1 2.32857e-05 -0.849368 0.133192 0
1e-06 1 2.32857e-05 -0.794484 0.133003 0
1e-06 1 2.32857e-05 -0.732182 0.132779 0
1e-06 1 2.32857e-05 -0.663044 0.132539 0
1e-06 1 2.32857e-05 -0.587716 0.132889 0
1e-06 1 2.32857e-05 -0.5069 0.133318 0
