#q_sq i k_sq z Re(fg) Im(fg)
1e-06 5 1e-06 -0.989401 -8.41152e+11 -0
1e-06 5 1e-06 -0.944575 -1.64564e+11 -0
1e-06 5 1e-06 -0.865631 -7.07522e+10 -0
1e-06 5 1e-06 -0.755404 -4.13084e+10 -0
1e-06 5 1e-06 -0.617876 -2.8689e+10 -0
1e-06 5 1e-06 -0.458017 -2.24448e+10 -0
1e-06 5 1e-06 -0.281604 -1.9264e+10 -0
1e-06 5 1e-06 -0.0950125 -1.78979e+10 -0
1e-06 5 1e-06 0.0950125 -1.78979e+10 -0
1e-06 5 1e-06 0.281604 -1.9264e+10 -0
1e-06 5 1e-06 0.458017 -2.24448e+10 -0
1e-06 5 1e-06 0.617876 -2.8689e+10 -0
1e-06 5 1e-06 0.755404 -4.13084e+10 -0
1e-06 5 1e-06 0.865631 -7.07522e+10 -0
1e-06 5 1e-06 0.944575 -1.64564e+11 -0
1e-06 5 1e-06 0.989401 -8.41152e+11 -0
1e-06 5 1.55052e-06 -0.989401 -5.42498e+11 -0
1e-06 5 1.55052e-06 -0.944575 -1.06135e+11 -0
1e-06 5 1.55052e-06 -0.865631 -4.56314e+10 -0
1e-06 5 1.55052e-06 -0.755404 -2.66417e+10 -0
1e-06 5 1.55052e-06 -0.617876 -1.85029e+10 -0
1e-06 5 1.55052e-06 -0.458017 -1.44757e+10 -0
1e-06 5 1.55052e-06 -0.281604 -1.24243e+10 -0
1e-06 5 1.55052e-06 -0.0950125 -1.15432e+10 -0
1e-06 5 1.55052e-06 0.0950125 -1.15432e+10 -0
1e-06 5 1.55052e-06 0.281604 -1.24243e+10 -0
1e-06 5 1.55052e-06 0.458017 -1.44757e+10 -0
1e-06 5 1.55052e-06 0.617876 -1.85029e+10 -0
1e-06 5 1.55052e-06 0.755404 -2.66417e+10 -0
1e-06 5 1.55052e-06 0.865631 -4.56314e+10 -0
1e-06 5 1.55052e-06 0.944575 -1.06135e+11 -0
1e-06 5 1.55052e-06 0.989401 -5.42498e+11 -0
1e-06 5 2.4041e-06 -0.989401 -3.49882e+11 -0
1e-06 5 2.4041e-06 -0.944575 -6.84511e+10 -0
1e-06 5 2.4041e-06 -0.865631 -2.94298e+10 -0
1e-06 5 2.4041e-06 -0.755404 -1.71825e+10 -0
1e-06 5 2.4041e-06 -0.617876 -1.19333e+10 -0
1e-06 5 2.4041e-06 -0.458017 -9.33605e+09 -0
1e-06 5 2.4041e-06 -0.281604 -8.01298e+09 -0
1e-06 5 2.4041e-06 -0.0950125 -7.44475e+09 -0
