#q_sq i k_sq z Re(fg) Im(fg)
1e-06 10 1e-06 -0.989401 0.592209 -0
1e-06 10 1e-06 -0.944575 0.592209 -0
1e-06 10 1e-06 -0.865631 0.592209 -0
1e-06 10 1e-06 -0.755404 0.592209 -0
1e-06 10 1e-06 -0.617876 0.592209 -0
1e-06 10 1e-06 -0.458017 0.592209 -0
1e-06 10 1e-06 -0.281604 0.592209 -0
1e-06 10 1e-06 -0.0950125 0.592209 -0
1e-06 10 1e-06 0.0950125 0.592209 0
1e-06 10 1e-06 0.281604 0.592209 0
1e-06 10 1e-06 0.458017 0.592209 0
1e-06 10 1e-06 0.617876 0.592209 0
1e-06 10 1e-06 0.755404 0.592209 0
1e-06 10 1e-06 0.865631 0.592209 0
1e-06 10 1e-06 0.944575 0.592209 0
1e-06 10 1e-06 0.989401 0.592209 0
1e-06 10 1.55052e-06 -0.989401 0.592209 -0
1e-06 10 1.55052e-06 -0.944575 0.592209 -0
1e-06 10 1.55052e-06 -0.865631 0.592209 -0
1e-06 10 1.55052e-06 -0.755404 0.592209 -0
1e-06 10 1.55052e-06 -0.617876 0.592209 -0
1e-06 10 1.55052e-06 -0.458017 0.592209 -0
1e-06 10 1.55052e-06 -0.281604 0.592209 -0
1e-06 10 1.55052e-06 -0.0950125 0.592209 -0
1e-06 10 1.55052e-06 0.0950125 0.592209 0
1e-06 10 1.55052e-06 0.281604 0.592209 0
1e-06 10 1.55052e-06 0.458017 0.592209 0
1e-06 10 1.55052e-06 0.617876 0.592209 0
1e-06 10 1.55052e-06 0.755404 0.592209 0
1e-06 10 1.55052e-06 0.865631 0.592209 0
1e-06 10 1.55052e-06 0.944575 0.592209 0
1e-06 10 1.55052e-06 0.989401 0.592209 0
1e-06 10 2.4041e-06 -0.989401 0.592209 -0
1e-06 10 2.4041e-06 -0.944575 0.592209 -0
1e-06 10 2.4041e-06 -0.865631 0.592209 -0
1e-06 10 2.4041e-06 -0.755404 0.592209 -0
1e-06 10 2.4041e-06 -0.617876 0.592209 -0
1e-06 10 2.4041e-06 -0.458017 0.592209 -0
1e-06 10 2.4041e-06 -0.281604 0.592209 -0
1e-06 10 2.4041e-06 -0.0950125 0.592209 -0
1e-06 10 2.4041e-06 0.0950125 0.592209 0
1e-06 10 2.4041e-06 0.281604 0.592209 0
1e-06 10 2.4041e-06 0.458017 0.592209 0
1e-06 10 2.4041e-06 0.617876 0.592209 0
1e-06 10 2.4041e-06 0.755404 0.592209 0
1e-06 10 2.4041e-06 0.865631 0.592209 0
1e-06 10 2.4041e-06 0.944575 0.592209 0
1e-06 10 2.4041e-06 0.989401 0.592209 0
1e-06 10 3.72759e-06 -0.989401 0.592208 -0
1e-06 10 3.72759e-06 -0.944575 0.592208 -0
1e-06 10 3.72759e-06 -0.865631 0.592208 -0
1e-06 10 3.72759e-06 -0.755404 0.592208 -0
1e-06 10 3.72759e-06 -0.617876 0.592208 -0
1e-06 10 3.72759e-06 -0.458017 0.592208 -0
1e-06 10 3.72759e-06 -0.281604 0.592208 -0
1e-06 10 3.72759e-06 -0.0950125 0.592208 -0
1e-06 10 3.72759e-06 0.0950125 0.592208 0
1e-06 10 3.72759e-06 0.281604 0.592208 0
1e-06 10 3.72759e-06 0.458017 0.592208 0
1e-06 10 3.72759e-06 0.617876 0.592208 0
1e-06 10 3.72759e-06 0.755404 0.592208 0
1e-06 10 3.72759e-06 0.865631 0.592208 0
1e-06 10 3.72759e-06 0.944575 0.592208 0
1e-06 10 3.72759e-06 0.989401 0.592208 0
1e-06 10 5.77969e-06 -0.989401 0.592207 -0
1e-06 10 5.77969e-06 -0.944575 0.592208 -0
1e-06 10 5.77969e-06 -0.865631 0.592208 -0
1e-06 10 5.77969e-06 -0.755404 0.592208 -0
1e-06 10 5.77969e-06 -0.617876 0.592208 -0
1e-06 10 5.77969e-06 -0.458017 0.592208 -0
1e-06 10 5.77969e-06 -0.281604 0.592208 -0
1e-06 10 5.77969e-06 -0.0950125 0.592208 -0
1e-06 10 5.77969e-06 0.0950125 0.592208 0
1e-06 10 5.77969e-06 0.281604 0.592208 0
1e-06 10 5.77969e-06 0.458017 0.592208 0
1e-06 10 5.77969e-06 0.617876 0.592208 0
1e-06 10 5.77969e-06 0.755404 0.592208 0
1e-06 10 5.77969e-06 0.865631 0.592208 0
1e-06 10 5.77969e-06 0.944575 0.592208 0
1e-06 10 5.77969e-06 0.989401 0.592207 0
1e-06 10 8.96151e-06 -0.989401 0.592206 -0
1e-06 10 8.96151e-06 -0.944575 0.592206 -0
1e-06 10 8.96151e-06 -0.865631 0.592206 -0
1e-06 10 8.96151e-06 -0.755404 0.592207 -0
1e-06 10 8.96151e-06 -0.617876 0.592207 -0
1e-06 10 8.96151e-06 -0.458017 0.592207 -0
1e-06 10 8.96151e-06 -0.281604 0.592207 -0
1e-06 10 8.96151e-06 -0.0950125 0.592207 -0
1e-06 10 8.96151e-06 0.0950125 0.592207 0
1e-06 10 8.96151e-06 0.281604 0.592207 0
1e-06 10 8.96151e-06 0.458017 0.592207 0
1e-06 10 8.96151e-06 0.617876 0.592207 0
1e-06 10 8.96151e-06 0.755404 0.592207 0
1e-06 10 8.96151e-06 0.865631 0.592206 0
1e-06 10 8.96151e-06 0.944575 0.592206 0
1e-06 10 8.96151e-06 0.989401 0.592206 0
1e-06 10 1.3895e-05 -0.989401 0.592205 -0
1e-06 10 1.3895e-05 -0.944575 0.592205 -0
1e-06 10 1.3895e-05 -0.865631 0.592205 -0
1e-06 10 1.3895e-05 -0.755404 0.592205 -0
1e-06 10 1.3895e-05 -0.617876 0.592205 -0
1e-06 10 1.3895e-05 -0.458017 0.592205 -0
1e-06 10 1.3895e-05 -0.281604 0.592205 -0
1e-06 10 1.3895e-05 -0.0950125 0.592205 -0
1e-06 10 1.3895e-05 0.0950125 0.592205 0
1e-06 10 1.3895e-05 0.281604 0.592205 0
1e-06 10 1.3895e-05 0.458017 0.592205 0
1e-06 10 1.3895e-05 0.617876 0.592205 0
1e-06 10 1.3895e-05 0.755404 0.592205 0
1e-06 10 1.3895e-05 0.865631 0.592205 0
1e-06 10 1.3895e-05 0.944575 0.592205 0
1e-06 10 1.3895e-05 0.989401 0.592205 0
1e-06 10 2.15443e-05 -0.989401 0.592202 -0
1e-06 10 2.15443e-05 -0.944575 0.592202 -0
1e-06 10 2.15443e-05 -0.865631 0.592202 -0
1e-06 10 2.15443e-05 -0.755404 0.592202 -0
1e-06 10 2.15443e-05 -0.617876 0.592203 -0
1e-06 10 2.15443e-05 -0.458017 0.592203 -0
1e-06 10 2.15443e-05 -0.281604 0.592203 -0
1e-06 10 2.15443e-05 -0.0950125 0.592203 -0
1e-06 10 2.15443e-05 0.0950125 0.592203 0
1e-06 10 2.15443e-05 0.281604 0.592203 0
1e-06 10 2.15443e-05 0.458017 0.592203 0
1e-06 10 2.15443e-05 0.617876 0.592203 0
1e-06 10 2.15443e-05 0.755404 0.592202 0
1e-06 10 2.15443e-05 0.865631 0.592202 0
1e-06 10 2.15443e-05 0.944575 0.592202 0
1e-06 10 2.15443e-05 0.989401 0.592202 0
1e-06 10 3.34048e-05 -0.989401 0.592198 -0
1e-06 10 3.34048e-05 -0.944575 0.592198 -0
1e-06 10 3.34048e-05 -0.865631 0.592198 -0
1e-06 10 3.34048e-05 -0.755404 0.592199 -0
1e-06 10 3.34048e-05 -0.617876 0.592199 -0
1e-06 10 3.34048e-05 -0.458017 0.592199 -0
1e-06 10 3.34048e-05 -0.281604 0.592199 -0
1e-06 10 3.34048e-05 -0.0950125 0.592199 -0
1e-06 10 3.34048e-05 0.0950125 0.592199 0
1e-06 10 3.34048e-05 0.281604 0.592199 0
1e-06 10 3.34048e-05 0.458017 0.592199 0
1e-06 10 3.34048e-05 0.617876 0.592199 0
1e-06 10 3.34048e-05 0.755404 0.592199 0
1e-06 10 3.34048e-05 0.865631 0.592198 0
1e-06 10 3.34048e-05 0.944575 0.592198 0
1e-06 10 3.34048e-05 0.989401 0.592198 0
1e-06 10 5.17947e-05 -0.989401 0.592191 -0
1e-06 10 5.17947e-05 -0.944575 0.592192 -0
1e-06 10 5.17947e-05 -0.865631 0.592192 -0
1e-06 10 5.17947e-05 -0.755404 0.592192 -0
1e-06 10 5.17947e-05 -0.617876 0.592193 -0
1e-06 10 5.17947e-05 -0.458017 0.592193 -0
1e-06 10 5.17947e-05 -0.281604 0.592194 -0
1e-06 10 5.17947e-05 -0.0950125 0.592194 -0
1e-06 10 5.17947e-05 0.0950125 0.592194 0
1e-06 10 5.17947e-05 0.281604 0.592194 0
1e-06 10 5.17947e-05 0.458017 0.592193 0
1e-06 10 5.17947e-05 0.617876 0.592193 0
1e-06 10 5.17947e-05 0.755404 0.592192 0
1e-06 10 5.17947e-05 0.865631 0.592192 0
1e-06 10 5.17947e-05 0.944575 0.592192 0
1e-06 10 5.17947e-05 0.989401 0.592191 0
1e-06 10 8.03086e-05 -0.989401 0.592182 -0
1e-06 10 8.03086e-05 -0.944575 0.592182 -0
1e-06 10 8.03086e-05 -0.865631 0.592182 -0
1e-06 10 8.03086e-05 -0.755404 0.592183 -0
1e-06 10 8.03086e-05 -0.617876 0.592184 -0
1e-06 10 8.03086e-05 -0.458017 0.592184 -0
1e-06 10 8.03086e-05 -0.281604 0.592185 -0
1e-06 10 8.03086e-05 -0.0950125 0.592185 -0
1e-06 10 8.03086e-05 0.0950125 0.592185 0
1e-06 10 8.03086e-05 0.281604 0.592185 0
1e-06 10 8.03086e-05 0.458017 0.592184 0
1e-06 10 8.03086e-05 0.617876 0.592184 0
1e-06 10 8.03086e-05 0.755404 0.592183 0
1e-06 10 8.03086e-05 0.865631 0.592182 0
1e-06 10 8.03086e-05 0.944575 0.592182 0
1e-06 10 8.03086e-05 0.989401 0.592182 0
1e-06 10 0.00012452 -0.989401 0.592166 -0
1e-06 10 0.00012452 -0.944575 0.592167 -0
1e-06 10 0.00012452 -0.865631 0.592168 -0
1e-06 10 0.00012452 -0.755404 0.592169 -0
1e-06 10 0.00012452 -0.617876 0.59217 -0
1e-06 10 0.00012452 -0.458017 0.592171 -0
1e-06 10 0.00012452 -0.281604 0.592171 -0
1e-06 10 0.00012452 -0.0950125 0.592172 -0
1e-06 10 0.00012452 0.0950125 0.592172 0
1e-06 10 0.00012452 0.281604 0.592171 0
1e-06 10 0.00012452 0.458017 0.592171 0
1e-06 10 0.00012452 0.617876 0.59217 0
1e-06 10 0.00012452 0.755404 0.592169 0
1e-06 10 0.00012452 0.865631 0.592168 0
1e-06 10 0.00012452 0.944575 0.592167 0
1e-06 10 0.00012452 0.989401 0.592166 0
1e-06 10 0.00019307 -0.989401 0.592142 -0
1e-06 10 0.00019307 -0.944575 0.592143 -0
1e-06 10 0.00019307 -0.865631 0.592144 -0
1e-06 10 0.00019307 -0.755404 0.592146 -0
1e-06 10 0.00019307 -0.617876 0.592148 -0
1e-06 10 0.00019307 -0.458017 0.592149 -0
1e-06 10 0.00019307 -0.281604 0.59215 -0
1e-06 10 0.00019307 -0.0950125 0.592151 -0
1e-06 10 0.00019307 0.0950125 0.592151 0
1e-06 10 0.00019307 0.281604 0.59215 0
1e-06 10 0.00019307 0.458017 0.592149 0
1e-06 10 0.00019307 0.617876 0.592148 0
1e-06 10 0.00019307 0.755404 0.592146 0
1e-06 10 0.00019307 0.865631 0.592144 0
1e-06 10 0.00019307 0.944575 0.592143 0
1e-06 10 0.00019307 0.989401 0.592142 0
1e-06 10 0.000299358 -0.989401 0.592105 -0
1e-06 10 0.000299358 -0.944575 0.592106 -0
1e-06 10 0.000299358 -0.865631 0.592108 -0
1e-06 10 0.000299358 -0.755404 0.592111 -0
1e-06 10 0.000299358 -0.617876 0.592114 -0
1e-06 10 0.000299358 -0.458017 0.592116 -0
1e-06 10 0.000299358 -0.281604 0.592118 -0
