#q_sq i k_sq z Re(fg) Im(fg)
1e-06 2 1e-06 -0.989401 -0.0853966 0
1e-06 2 1e-06 -0.944575 -0.0853966 0
1e-06 2 1e-06 -0.865631 -0.0853966 0
1e-06 2 1e-06 -0.755404 -0.0853966 0
1e-06 2 1e-06 -0.617876 -0.0853966 0
1e-06 2 1e-06 -0.458017 -0.0853966 0
1e-06 2 1e-06 -0.281604 -0.0853966 0
1e-06 2 1e-06 -0.0950125 -0.0853966 0
1e-06 2 1e-06 0.0950125 -0.0853966 0
1e-06 2 1e-06 0.281604 -0.0853966 0
1e-06 2 1e-06 0.458017 -0.0853966 0
1e-06 2 1e-06 0.617876 -0.0853966 0
1e-06 2 1e-06 0.755404 -0.0853966 0
1e-06 2 1e-06 0.865631 -0.0853966 0
1e-06 2 1e-06 0.944575 -0.0853966 0
1e-06 2 1e-06 0.989401 -0.0853966 0
1e-06 2 1.55052e-06 -0.989401 -0.0853962 0
1e-06 2 1.55052e-06 -0.944575 -0.0853962 0
1e-06 2 1.55052e-06 -0.865631 -0.0853962 0
1e-06 2 1.55052e-06 -0.755404 -0.0853962 0
1e-06 2 1.55052e-06 -0.617876 -0.0853962 0
1e-06 2 1.55052e-06 -0.458017 -0.0853962 0
1e-06 2 1.55052e-06 -0.281604 -0.0853962 0
1e-06 2 1.55052e-06 -0.0950125 -0.0853962 0
1e-06 2 1.55052e-06 0.0950125 -0.0853962 0
1e-06 2 1.55052e-06 0.281604 -0.0853962 0
1e-06 2 1.55052e-06 0.458017 -0.0853962 0
1e-06 2 1.55052e-06 0.617876 -0.0853962 0
1e-06 2 1.55052e-06 0.755404 -0.0853962 0
1e-06 2 1.55052e-06 0.865631 -0.0853962 0
1e-06 2 1.55052e-06 0.944575 -0.0853962 0
1e-06 2 1.55052e-06 0.989401 -0.0853962 0
1e-06 2 2.4041e-06 -0.989401 -0.0853955 0
1e-06 2 2.4041e-06 -0.944575 -0.0853955 0
1e-06 2 2.4041e-06 -0.865631 -0.0853955 0
1e-06 2 2.4041e-06 -0.755404 -0.0853955 0
1e-06 2 2.4041e-06 -0.617876 -0.0853955 0
1e-06 2 2.4041e-06 -0.458017 -0.0853955 0
1e-06 2 2.4041e-06 -0.281604 -0.0853955 0
1e-06 2 2.4041e-06 -0.0950125 -0.0853955 0
1e-06 2 2.4041e-06 0.0950125 -0.0853955 0
1e-06 2 2.4041e-06 0.281604 -0.0853955 0
1e-06 2 2.4041e-06 0.458017 -0.0853955 0
1e-06 2 2.4041e-06 0.617876 -0.0853955 0
1e-06 2 2.4041e-06 0.755404 -0.0853955 0
1e-06 2 2.4041e-06 0.865631 -0.0853955 0
1e-06 2 2.4041e-06 0.944575 -0.0853955 0
1e-06 2 2.4041e-06 0.989401 -0.0853955 0
1e-06 2 3.72759e-06 -0.989401 -0.0853945 0
1e-06 2 3.72759e-06 -0.944575 -0.0853945 0
1e-06 2 3.72759e-06 -0.865631 -0.0853945 0
1e-06 2 3.72759e-06 -0.755404 -0.0853945 0
1e-06 2 3.72759e-06 -0.617876 -0.0853944 0
1e-06 2 3.72759e-06 -0.458017 -0.0853944 0
1e-06 2 3.72759e-06 -0.281604 -0.0853944 0
1e-06 2 3.72759e-06 -0.0950125 -0.0853944 0
1e-06 2 3.72759e-06 0.0950125 -0.0853944 0
1e-06 2 3.72759e-06 0.281604 -0.0853944 0
1e-06 2 3.72759e-06 0.458017 -0.0853944 0
